Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Joaquim Mattos & Family Dairy,4790 Kansas AVE Hanford Kings 93230,1038,81,418,185,415,0,2137,35757.01,450533.06,315373.14,73736.26,202750.37,508758.3,20052000.0,77025.84,12111.24,93282.59,617640.86,75.0,32699.52,12262.32,40874.4,1420158.32,77025.84,12111.24,93282.59,617640.86,1.06,1.46,1.09,5.84,0.0,0.0,0.0,0.0,109725.36,24373.559999999998,134156.99,2037799.1800000002,282673.62,61473.94,161875.96999999997,-911400.0200000003,34.0194,33.0328374,13491766.943468997,75905041.32000001,5.6260267197057985,461980.5692,1.025408810620912,507430.1219512195,1.1262883171131093,23.974838672750167
LU/AR Dairy,6121 15th AVE Hanford Kings 93230,650,50,52,50,50,0,852,14743.38,189567.79,132697.45,31498.27,96016.95,318420.0,23358000.0,43756.15,9702.55,69683.67,393411.76,70.0,144015.89,51529.12,141022.77,4830855.34,43756.15,9702.55,69683.67,393411.76,0.58,0.72,0.47,2.24,0.0,0.0,0.0,0.0,187772.04,61231.67,210706.44,5224267.1,-11318.440000000002,-20030.85,-45005.82000000001,-4512435.34,31.75144,30.83064824,7877230.62532,88419606.78,11.224707131944369,190484.46959999998,1.0048356295127985,271346.34146341466,1.4313947610161761,19.51189735313105
Lone Oak Farms #1,13866 4th AVE Hanford Kings 93230,4852,274,2502,1265,962,1110,10965,177337.77,2183829.49,1528680.64,357894.59,947731.02,2354002.2,217003123.0,731646.23,117642.53,793703.04,4431225.39,75.0,0.0,0.0,0.0,0.0,731646.23,117642.53,793703.04,4431225.39,0.98,0.78,0.95,1.46,0.0,0.0,0.0,0.0,731646.23,117642.53,793703.04,4431225.39,1528680.6400000001,357894.58999999997,947731.02,2354002.2,34.0194,33.0328374,61804108.447026,821445791.83543,13.291119514158412,2291203.9883999997,1.0491679862790018,2466251.5853658537,1.1293242428766055,24.419224687742442
Mattos Bros. Dairy,4017 Kansas AVE Hanford Kings 93230,2100,300,900,400,350,0,4050,76786.7,951237.71,665866.4,157922.23,424023.41,1060668.0,22059150.0,107620.36,14058.07,194557.01,977340.13,85.0,108518.87,32402.04,139349.47,4969617.31,107620.36,14058.07,194557.01,977340.13,1.07,1.19,1.39,5.4,8124.0,1949.76,6580.44,719786.4,216139.22999999998,46460.11,333906.48,5946957.4399999995,549223.53,123570.43000000002,278093.49999999994,-4628735.71,38.55532,37.43721572,32795000.970719997,83502927.00150001,2.546209011429913,992084.164,1.042940322456308,1065176.8292682925,1.1197798595140773,25.56439058059277
Mattos Bro. #4,4555 Kansas AVE Hanford Kings 93230,0,0,0,590,0,0,590,5795.8,56144.4,39301.08,9501.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39301.08,9501.36,1.0,0.0,0.453592,0.440437832,0.0,0.0,,74881.736,1.3337347268828237,78786.58536585367,1.4032848399101898,26.850598870056494
Mello D Jerseys,14803 Grangeville BLVD Hanford Kings 93230,850,100,0,0,0,0,950,22764.97,297614.78,208330.35,49606.58,160428.92,424377.0,32170000.0,102577.47,10987.72,82581.85,491623.39,65.0,86935.2,40048.8,182661.6,4911192.0,102577.47,10987.72,82581.85,491623.39,1.24,1.8,1.72,6.9,0.0,0.0,0.0,0.0,189512.66999999998,51036.520000000004,265243.45,5402815.39,121395.15000000002,9557.779999999999,-22232.679999999993,-4486815.0,29.48348,28.62845908,9926918.18599,121776639.7,12.267315738721923,294123.41240000003,0.9882688366485025,346750.0,1.1650967065546944,23.963126315789474
Neves Dairy,7578 Kent AVE Hanford Kings 93230,358,59,33,46,18,3,517,10545.73,134277.29,93994.1,22142.82,66389.64,182630.34,1584000.0,2154.01,981.05,8722.39,35593.76,60.0,62280.48,21185.82,72060.58,752731.28,2154.01,981.05,8722.39,35593.76,0.93,1.2,0.94,2.61,0.0,0.0,0.0,0.0,64434.490000000005,22166.87,80782.97,788325.04,31713.619999999995,957.0,-5670.940000000002,-570100.9400000001,27.215519999999998,26.426269919999996,4022210.4131735996,5996089.44,1.4907448452625762,136250.8316,1.0146975084170973,163689.1463414634,1.2190382032692453,23.24971393235468
Over the Moon Dairy,9455 2nd Avenue Hanford Kings 93230,233,22,46,0,0,0,301,6935.6,88553.56,61987.49,14867.3,45511.4,115081.38,24850989.0,28453.43,3751.36,35732.47,180233.62,75.0,47153.26,13800.64,46411.12,673873.2,28453.43,3751.36,35732.47,180233.62,1.27,1.23,1.14,3.89,0.0,0.0,0.0,0.0,75606.69,17552.0,82143.59,854106.82,14834.229999999996,1066.6599999999999,-899.7200000000012,-558791.82,34.0194,33.0328374,3074531.341005,94071182.27049,30.59691765566459,89607.952,1.0119068279129604,99217.68292682926,1.120425682793885,25.514544638851504
Parreira Gaspar Dairy,17800 4th AVE Hanford Kings 93230,1202,132,271,241,177,0,2023,39346.89,495426.11,346798.28,82209.45,234784.15,597948.84,48539794.0,229838.08,38087.9,320049.21,1600618.47,75.0,0.0,0.0,0.0,0.0,229838.08,38087.9,320049.21,1600618.47,1.09,1.03,1.36,1.99,0.0,0.0,0.0,0.0,229838.08,38087.9,320049.21,1600618.47,346798.28,82209.45000000001,234784.14999999997,597948.8400000001,34.0194,33.0328374,16084018.858434,183743021.60554,11.423949649822154,508361.8188,1.026110268592828,563159.3902439023,1.1367172195343163,24.80773947008258
Phoenix Dairy,10736 1 1/2 Avenue Hanford Kings 93230,575,1065,385,0,0,0,2025,34428.53,424903.5,297432.45,64662.88,110419.5,517048.2,25406028.0,79263.71,9752.02,98288.29,630721.25,70.0,0.0,0.0,0.0,0.0,79263.71,9752.02,98288.29,630721.25,1.33,0.77,1.17,2.32,0.0,0.0,0.0,0.0,79263.71,9752.02,98288.29,630721.25,297432.45,64662.87999999999,110419.49999999999,517048.19999999995,31.75144,30.83064824,18455226.036464,96172232.45148,5.2111110566439045,444816.6076,1.0468650119380047,650011.5853658537,1.5297863758850039,19.33259919194686
Richard Simas,17571 Flint AVE Hanford Kings 93230,1,0,0,0,0,0,1,17.55,230.13,161.09,37.41,146.58,472.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.09,37.41,146.58,472.14,0.453592,0.440437832,160.75980868,0.0,,226.746,0.9852952678920611,365.0,1.586060053013514,17.55
Santa Anita Dairy,4356 Kansas AVE Hanford Kings 93230,330,28,50,66,32,0,506,10355.74,131319.69,91923.78,21915.21,64458.21,162262.44,7986324.0,26971.79,3188.27,35497.88,225538.11,75.0,0.0,0.0,0.0,0.0,26971.79,3188.27,35497.88,225538.11,1.26,0.66,1.41,2.57,0.0,0.0,0.0,0.0,26971.79,3188.27,35497.88,225538.11,91923.78,21915.21,64458.21,162262.44,34.0194,33.0328374,4316400.863058,30231510.73284,7.00387005099016,133796.16079999998,1.0188583357149257,147584.63414634144,1.1238576191151641,25.126366433897502
Sierra Blanca Ranch #2,15010 5th AVE Hanford Kings 93230,1,0,68,50,0,0,119,1222.04,11572.87,8101.01,1958.62,195.33,472.14,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8101.01,1958.62,195.33,472.14,34.0194,33.0328374,12056.985650999999,0.0,,15788.7568,1.364290517391105,16122.317073170734,1.3931131234664118,27.666283821093312
Silva & Son Dairy,8331 Excelsior AVE Hanford Kings 93230,490,40,53,37,0,0,620,13862.51,178409.05,124886.34,29897.07,93128.18,240571.8,4272000.0,9547.03,2999.35,18723.78,109172.63,67.0,13992.0,5342.4,17553.6,0.0,9547.03,2999.35,18723.78,109172.63,1.02,0.28,0.36,0.88,0.0,0.0,0.0,0.0,23539.03,8341.75,36277.38,109172.63,110894.34,24554.67,75574.57999999999,240571.8,30.390664,29.509334744,5708580.8062268,16171271.520000001,2.832800667787818,179103.6292,1.0038931836697746,205468.2926829268,1.151669675293528,24.625775996533797
SOZINHO DAIRY #1,11447 8 1/2 AVE Hanford Kings 93230,1195,185,350,750,275,270,3025,46267.44,568334.04,397833.83,92193.41,229480.52,606864.6,52176000.0,177595.02,12364.56,84712.21,448519.75,70.0,28362.5,14459.0,70726.5,1614068.1,177595.02,12364.56,84712.21,448519.75,1.12,0.78,0.63,2.16,0.0,0.0,0.0,0.0,205957.52,26823.559999999998,155438.71000000002,2062587.85,369471.32999999996,77734.41,158754.01999999996,-1007203.5,31.75144,30.83064824,15529397.518488,197507552.16,12.71830101102532,597775.3248000001,1.051802782743754,674849.3902439025,1.1874168055179353,23.345825364592947
Sozinho Dairy #5,7205 Houston AVE Hanford Kings 93230,1075,80,200,200,200,200,1955,33972.0,431413.24,301989.27,70418.56,205020.03,525996.9,43775000.0,120875.81,10725.2,71937.7,300303.8,68.0,0.0,0.0,0.0,0.0,120875.81,10725.2,71937.7,300303.8,1.17,0.54,0.55,0.53,0.0,0.0,0.0,0.0,120875.81,10725.2,71937.7,300303.8,301989.27,70418.56,205020.02999999997,525996.8999999999,30.844256,29.949772576,12626075.3737272,165706322.75,13.12413539798818,438918.24,1.0173963135670105,492794.512195122,1.1422795280810623,23.466464493303004
Sozinho Jerseys,4615 Excelsior AVE Hanford Kings 93230,1035,100,125,100,100,100,1560,30647.08,393250.86,275275.6,64811.28,196709.52,511722.9,41802948.0,180907.14,16864.83,143359.21,671440.82,67.0,0.0,0.0,0.0,0.0,180907.14,16864.83,143359.21,671440.82,1.23,0.57,0.81,1.03,0.0,0.0,0.0,0.0,180907.14,16864.83,143359.21,671440.82,275275.6,64811.28,196709.52,511722.9,30.390664,29.509334744,12224979.6510706,158241297.38868,12.944094951914465,395960.2736,1.0068897842969753,453223.17073170736,1.1525039531552643,23.74844604044604
Sozinho Jerseys 2,5811 Lacey BLVD Hanford Kings 93230,875,95,65,77,35,0,1147,24584.5,316182.05,221327.44,52544.7,163418.07,435027.6,8856000.0,42040.08,4320.46,94788.52,447205.21,62.0,0.0,0.0,0.0,0.0,42040.08,4320.46,94788.52,447205.21,0.89,0.16,0.89,1.52,0.0,0.0,0.0,0.0,42040.08,4320.46,94788.52,447205.21,221327.44,52544.7,163418.07,435027.60000000003,28.122704,27.307145583999997,9668094.894015199,33523590.96,3.467445378587665,317631.74,1.0045849851375181,374570.1219512195,1.1846659921118847,23.75873895109016
Joe B Pacheco Dairy,16025 6 1/2 AVE Hanford Kings 93230,1050,100,200,150,0,0,1500,30885.63,401488.7,281042.09,67237.93,200252.13,518805.0,43022400.0,157744.1,18865.66,165455.71,900893.02,68.0,0.0,0.0,0.0,0.0,157744.1,18865.66,165455.71,900893.02,1.16,0.81,1.19,1.65,0.0,0.0,0.0,0.0,157744.1,18865.66,165455.71,900893.02,281042.0900000001,67237.93,200252.12999999998,518805.0,30.844256,29.949772576,12571417.038776001,162857423.18400002,12.954579637416627,399042.3396,0.9939067764547296,466487.8048780488,1.1618952286279758,24.16623721374046
Matos Dairy,100 S Quinley AVE Merced Merced 95340,2070,400,621,830,300,0,4221,70576.93,884567.57,619197.3,144940.76,381145.6,1069561.8,34305000.0,124253.46,33910.96,260363.75,1106990.37,58.0,38344.09,12170.62,31778.89,629758.08,146011.75,40256.58,303198.3,1295587.37,1.2,1.35,1.27,2.52,111441.53,26921.27,107685.07,0.0,184355.84,52427.200000000004,334977.19,1925345.4500000002,447653.39,99503.24999999999,198847.08999999997,251206.71999999974,26.308336,25.545394256,23030450.1914968,129858490.05000001,5.638556301341681,911853.9355999999,1.03084712409251,1108665.243902439,1.2533414987194693,22.689098129925114
Carl & Laurie Vieira Dairies,1000 N Mitchell RD Turlock Stanislaus 95380,1150,210,250,300,120,0,2030,39000.01,492507.91,344755.54,81464.94,224627.1,591382.8,40110000.0,186362.34,15122.94,141610.78,943153.57,75.0,12978.57,4507.13,17103.81,245010.9,186362.34,15122.94,141610.78,943153.57,1.27,0.79,0.73,1.49,87984.9,29714.7,118520.45,1861772.8,199340.91,19630.07,158714.59,1188164.47,243792.06999999998,47243.11,89002.84000000001,-1515400.9,34.0194,33.0328374,16397500.485359998,151832795.1,9.259508498600699,503880.1292,1.023090429552695,575186.5853658537,1.1678727867860108,24.297225497644735
Wendell Trinkler Jr. Dairy,1001 W Monte Vista RD Ceres Stanislaus 95307,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,7336488.0,24295.17,2025.14,35416.6,468410.04,1.0,35026.04,5167.78,6316.17,237143.55,24295.17,2025.14,35416.6,468410.04,1.35,0.43,0.53,3.64,0.0,0.0,0.0,0.0,59321.21,7192.92,41732.77,705553.59,-35025.34,-5166.78,-6315.169999999998,-237143.55,0.453592,0.440437832,0.0,27771615.04008,,,,,,
Manuel Martins Dairy L.P.,10043 Milnes Modesto Stanislaus 95307,820,100,25,0,135,85,1165,23385.61,305193.53,213635.47,49836.74,156387.37,410212.8,7380000.0,42779.81,4507.56,79401.01,350007.33,68.0,0.0,0.0,0.0,0.0,42779.81,4507.56,79401.01,350007.33,1.36,0.65,1.65,2.06,61230.0,15919.8,17144.4,438030.0,42779.81,4507.56,79401.01,350007.33,152405.47,33916.94,139242.97,-27817.20000000001,30.844256,29.949772576,10057133.6310208,27936325.8,2.777762215849613,302142.0812,0.9900015940704903,348931.09756097564,1.1433109265487233,23.1624594757821
"Frank Gwerder Dairy, Inc.",1007 S Hart RD Modesto Stanislaus 95358,760,100,175,250,100,0,1385,25929.13,324131.74,226892.22,53751.59,147948.52,381884.4,15846776.0,98507.46,8125.36,122704.74,779146.51,74.0,49500.13,15105.25,53835.43,1538689.6,76797.94,5395.89,92579.79,624950.94,1.26,0.74,0.55,3.19,45112.39,7403.4,39338.79,467502.61,126298.07,20501.14,146415.22,2163640.54,153989.21999999997,33972.409999999996,84899.25,-1470112.2399999998,33.565808,32.592399568,10230754.224395199,59986544.33816,5.863355039369657,335004.3596,1.03354382881479,375104.26829268294,1.157258676033032,24.645747768633363
FAUST DAIRY & HEIFER,10077 Avenue 26 Chowchilla Merced 93610,0,0,342,535,565,0,1442,10716.82,112405.92,78684.14,16170.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35354.73,10555.94,52026.22,0.0,0.0,0.0,0.0,0.0,1.18,0.45,0.42,4.63,141018.67,19220.69,125461.45,3091370.13,35354.73,10555.94,52026.22,0.0,-97689.26000000001,-13606.199999999999,-177486.66999999998,-3091370.13,0.453592,0.440437832,0.0,0.0,,138461.3144,1.231797350175151,142260.9756097561,1.2656003848352124,20.31389828941285
CENTRAL VALLEY REGION,,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3166.26,1228.7,4654.87,172253.95,0.0,0.0,0.0,0.0,0.88,0.36,0.26,2.69,0.0,0.0,0.0,0.0,3166.26,1228.7,4654.87,172253.95,-3165.5600000000004,-1227.7,-4653.87,-172253.95,0.453592,0.440437832,0.0,0.0,,,,,,
M5 Dairy,10090 Kost RD Galt Sacramento 95632,736,100,250,250,75,120,1531,26064.47,322255.37,225578.76,52868.91,140852.08,370553.04,14760000.0,43918.4,3470.75,64821.62,284858.24,69.0,93092.33,29011.46,70809.52,0.0,43918.4,3470.75,64821.62,284858.24,1.11,1.28,0.72,0.4,0.0,0.0,0.0,0.0,137010.73,32482.21,135631.14,284858.24,132486.43000000002,23857.450000000004,70042.55999999997,370553.04000000004,31.297848,30.390210407999998,9273268.80389712,55872651.6,6.0251301651602445,336752.9524,1.0449878690927634,380588.17073170736,1.1810142084884647,23.906473456969643
Dairy Central Heifers,10119 W August RD Turlock Stanislaus 95380,0,0,1000,800,0,0,1800,17879.75,171288.0,119901.6,28987.2,1.0,0.0,7117122.0,27836.51,5462.1,36571.81,276371.45,1.0,93406.11,25149.15,151823.25,1150763.4,27836.51,5462.1,36571.81,276371.45,1.18,1.46,1.44,12.19,0.0,0.0,0.0,0.0,121242.62,30611.25,188395.06,1427134.8499999999,26495.49000000002,3838.050000000003,-151822.25,-1150763.4,0.453592,0.440437832,0.0,26941224.79002,,231006.37,1.3486430456307505,240365.85365853662,1.40328483991019,27.15073148148148
DeMelo Dairy,10145 PRINGLE AVE GALT Sacramento 95632,0,0,50,65,0,0,115,1151.93,10943.4,7660.38,1851.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6482.4,3147.96,21489.6,220896.22,0.0,0.0,0.0,0.0,0.54,0.53,0.48,6.8,0.0,0.0,0.0,0.0,6482.4,3147.96,21489.6,220896.22,1177.9800000000005,-1296.0,-21488.6,-220896.22,0.453592,0.440437832,0.0,0.0,,14882.9356,1.3599919220717511,15356.707317073173,1.40328483991019,27.37920579710145
Garcia's Registered Jerseys,1018 Hickman RD Turlock Stanislaus 95380,1400,95,560,600,225,0,2880,46207.38,575652.06,402956.44,95160.11,254090.35,682901.1,10095000.0,71127.81,4007.65,84926.48,506220.22,54.0,0.0,0.0,0.0,0.0,71127.81,4007.65,84926.48,506220.22,1.4,0.45,1.11,3.26,50668.8,14226.24,55297.2,1403136.0,71127.81,4007.65,84926.48,506220.22,352287.64,80933.87,198793.15000000002,-720234.9000000001,24.493968,23.783642928,12978139.354736399,38213713.95,2.944467839764244,596999.3496,1.0370836675195776,710592.6829268293,1.234413515217559,23.08398415986353
Robert Gioletti and Sons Dairy Inc.,10213 W Main ST Turlock Stanislaus 95380,3060,620,1500,1200,450,500,7330,119331.02,1471686.34,1030180.44,240444.57,597703.4,1587708.0,63180750.0,226424.45,20487.72,234517.92,2306695.73,75.0,124153.92,101465.21,61431.57,1871005.98,215074.68,20363.36,232481.48,2292033.36,1.08,2.45,0.78,3.14,660155.91,277640.09,1463394.36,10236466.76,339228.6,121828.57,293913.05,4163039.34,257220.3799999999,-138536.37000000002,-925086.0900000001,-10505102.37,34.0194,33.0328374,44369707.19568,239165042.85750002,5.390277691099707,1541756.7784,1.0476123454404014,1746035.3658536586,1.1864181370696547,23.793083791275592
Robert Gioletti and Sons Dairy Inc. #2,10218 Fulkerth RD Ceres Stanislaus 95307,385,0,300,0,0,0,685,13176.64,160985.02,112689.51,27295.17,75201.25,181773.9,8775000.0,20538.36,5497.28,34853.3,210872.31,75.0,0.0,0.0,0.0,0.0,20538.36,5497.28,34853.3,210872.31,1.03,1.45,1.52,2.74,16228.38,11880.17,41252.31,730896.72,20538.36,5497.28,34853.3,210872.31,96461.12999999999,15414.999999999998,33948.94,-549122.8200000001,34.0194,33.0328374,4641939.475635,33216972.75,7.155839261660352,170242.1888,1.0575032931635504,180585.9756097561,1.1217563945375546,26.632597485826963
"Magneson Dairy, Inc.",10235 W El Capitan WAY Ballico Merced 95312,1,0,0,0,0,0,1,17.55,230.13,161.09,37.41,146.58,472.14,0.0,0.0,0.0,0.0,0.0,1.0,11895.18,2681.82,3601.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.02,0.0,0.0,0.0,0.0,0.0,11895.18,2681.82,3601.0,0.0,-11734.09,-2644.4100000000003,-3454.42,472.14,0.453592,0.440437832,160.75980868,0.0,,226.746,0.9852952678920611,365.0,1.586060053013514,17.55
Judith Pond Property,10300 Dillard RD Wilton Sacramento 95693,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
E.R. Prins Dairy #1,10385 Van Allen RD Stockton San Joaquin 95215,650,100,0,30,50,100,930,19606.27,255436.17,178805.32,41920.11,128247.8,329949.0,35482500.0,109579.18,18630.75,171004.42,1230093.47,78.0,67967.81,31636.82,152817.21,1091645.36,109579.18,18630.75,171004.42,1230093.47,1.09,2.2,1.56,3.9,0.0,0.0,0.0,0.0,177546.99,50267.57,323821.63,2321738.83,110837.51000000001,10283.29,-24569.409999999974,-761696.3600000001,35.380176,34.354150896,9404448.807780001,134315810.32500002,14.282156569759284,253313.0084,0.9916880933502877,284432.9268292683,1.1135186016501433,24.03160149476831
Roestar Dairy,10407 W Bradbury RD Turlock Stanislaus 95380,1020,0,308,280,0,0,1608,32810.77,408395.63,285876.94,69272.67,199906.44,481582.8,33400653.0,143805.86,26371.62,211248.56,2363949.35,76.0,0.0,0.0,0.0,0.0,143805.86,26371.62,211248.56,2363949.35,1.23,1.18,1.47,4.13,0.0,0.0,0.0,0.0,143805.86,26371.62,211248.56,2363949.35,285876.94,69272.67,199906.44,481582.7999999998,34.472992,33.473275232,12462100.3688736,126435165.87273,10.145574351858473,423915.14839999995,1.0380011862516745,450819.512195122,1.1038793735259165,26.564801935229063
Manuel & Jeanette Borges Dairy,10408 S Van Allen RD Stockton San Joaquin 95215,1100,250,525,340,195,150,2560,42321.77,522440.17,365708.12,85090.6,214136.02,576999.0,33495000.0,140281.12,23124.41,281235.55,1489304.11,74.0,44887.7,14628.6,41419.75,808335.5,140281.12,23124.41,281235.55,1489304.11,1.18,1.5,1.83,3.46,18942.0,8470.0,27951.0,234080.0,185168.82,37753.01,322655.3,2297639.6100000003,301878.42,61992.0,144765.26999999996,-465416.50000000023,33.565808,32.592399568,16059904.887131998,126792307.95,7.894960078598745,546797.2684,1.0466217947980532,623615.8536585366,1.1936598475161981,23.608062176870746
John Thomas Dairy,10408 W Bradbury RD Turlock Stanislaus 95380,0,33,105,0,0,0,138,775.65,8059.2,5641.44,1250.83,1.0,3825.36,1572000.0,1500.74,704.45,12160.7,24924.85,1.0,4458.0,1114.5,1471.14,102088.2,1500.74,704.45,12160.7,24924.85,1.14,1.49,2.06,6.11,0.0,0.0,0.0,0.0,5958.74,1818.95,13631.84,127013.04999999999,1183.4399999999996,136.32999999999993,-1470.1399999999994,-98262.84,0.453592,0.440437832,5305.07368644,5950664.5200000005,1121.693094520093,10021.398,1.243473049434187,26066.341463414636,3.2343584305408273,10.86121926229508
AJR Farms (Formerly Maria Silveira 2011 Trust D,10511 Ingomar Grade RD Gustine Merced 95322,200,25,70,60,65,45,465,6951.54,86764.66,60735.26,13916.84,37089.18,100192.5,0.0,0.0,0.0,0.0,0.0,60.0,38568.72,18610.7,65701.3,491270.08,0.0,0.0,0.0,0.0,1.05,3.05,1.09,2.86,0.0,0.0,0.0,0.0,38568.72,18610.7,65701.3,491270.08,22166.54,-4693.860000000001,-28612.120000000003,-391077.58,27.215519999999998,26.426269919999996,2170257.41718,0.0,,89813.8968,1.035143764753991,104381.09756097561,1.2030370148511573,22.22324678362573
CENTRAL VALLEY REGION,,456,52,242,200,62,60,1072,16732.37,206268.91,144388.24,33874.69,85464.57,227286.0,7913830.0,38662.53,13228.05,77866.25,258119.89,63.0,0.0,0.0,0.0,0.0,38662.53,13228.05,77866.25,258119.89,1.37,2.12,2.52,3.88,0.0,0.0,0.0,0.0,38662.53,13228.05,77866.25,258119.89,144388.24,33874.69,85464.57,227286.0,28.576296,27.747583415999998,5144956.91699472,29957091.2203,5.82261264838707,216182.2204,1.048060128887092,249873.65853658537,1.2113975806464743,23.423489825184372
Cal-Denier Dairy LLC,10715 Arno RD Galt Sacramento 95632,850,100,180,110,0,0,1240,27787.43,351368.47,245957.93,59086.35,171628.52,424377.0,0.0,0.0,0.0,0.0,0.0,85.0,41963.79,7505.06,22192.39,570949.67,0.0,0.0,0.0,0.0,1.05,0.8,0.32,1.46,104802.67,22971.03,57656.08,822765.9,41963.79,7505.06,22192.39,570949.67,99191.46999999999,28610.260000000002,91780.05,-969338.5700000001,38.55532,37.43721572,12981354.550909998,0.0,,359013.5956,1.0217581435238057,385475.60975609755,1.09706943755112,26.311423325635108
Hoekstra Dairy,10836 Hwy 120 Oakdale Stanislaus 95361,1100,185,120,195,144,194,1938,36524.25,468003.67,327602.57,76505.16,218484.1,562011.3,16982500.0,86753.56,7400.3,109508.31,871792.97,80.0,114880.03,26609.87,55477.82,2572089.8,86753.56,7400.3,109508.31,871792.97,1.34,1.2,0.71,3.61,86292.36,24241.14,59459.4,771447.6,201633.59,34010.17,164986.13,3443882.7699999996,126430.18000000001,25654.15000000001,103546.88000000003,-2781526.0999999996,36.28736,35.23502656,16526108.332304,64285725.325,3.8899494080732286,471893.31,1.0083111314062987,526134.1463414634,1.1242094454974327,23.967577624839947
P&D Dairy East,10860 S Ingomar Grade RD Gustine Merced 95322,600,75,0,0,0,0,675,16673.94,217350.77,152145.54,36311.24,116010.91,300577.5,23460000.0,43979.49,8600.32,112121.25,927686.95,72.0,0.0,0.0,0.0,0.0,43979.49,8600.32,112121.25,927686.95,1.43,1.85,2.1,9.0,0.0,0.0,0.0,0.0,43979.49,8600.32,112121.25,927686.95,152145.54,36311.24,116010.91,300577.5,32.658624,31.711523904000003,7812926.701848001,88805718.60000001,11.36651116655103,215427.30479999998,0.9911504100031483,246375.0,1.1335363569220391,24.702133333333332
Cressey River LLC,10986 Livingston Cressey WAY Livingston Merced 95334,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Albert Mendes Dairy,1100 Ruble RD Crows Landing Stanislaus 95313,1400,300,200,0,300,0,2200,43087.4,555814.27,389069.99,90469.2,267002.83,730170.0,37269825.0,130623.92,4407.6,55771.69,1469191.0,68.0,0.0,0.0,0.0,0.0,130623.92,4407.6,55771.69,1469191.0,1.06,0.14,0.21,1.87,39608.16,16856.5,103626.0,969478.8,130623.92,4407.6,55771.69,1469191.0,349461.82999999996,73612.7,163376.83000000002,-239308.80000000005,30.844256,29.949772576,18583833.883408003,141081568.25325,7.591628785447242,556689.208,1.0015741553378972,660560.9756097561,1.1884563086330189,22.883204663212435
