Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
McREE DAIRY EAST,11812 Avenue 18 Chowchilla Madera 93610,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,19500000.0,7514.51,2207.14,21870.58,51391.85,1.0,30540.6,8101.71,42272.26,530629.01,7514.51,2207.14,21870.58,51391.85,0.84,0.62,0.49,1.06,0.0,0.0,0.0,0.0,38055.11,10308.85,64142.840000000004,582020.86,-30539.9,-8100.710000000001,-42271.26,-530629.01,0.453592,0.440437832,0.0,73815495.0,,,,,,
"Medeiros Dairy, Inc.",608 E Riverdale AVE Laton Fresno 93242,925,100,500,500,500,0,2525,36987.27,448926.59,314248.61,72795.25,177146.03,458531.25,38176000.0,94661.8,11998.36,73579.97,522641.37,70.0,102920.0,44660.0,187680.0,4532512.48,94661.8,11998.36,73579.97,522641.37,1.17,1.86,1.14,6.39,0.0,0.0,0.0,0.0,197581.8,56658.36,261259.97,5055153.850000001,211328.61,28135.25,-10533.970000000001,-4073981.2300000004,31.75144,30.83064824,11534516.27279,144511812.16,12.528640884655417,477875.52839999995,1.0644847933823656,529917.6829268293,1.1804105498113384,23.50217853545137
Micheal McRee South,11304 Ave. 18 Chowchilla Madera 93610,0,0,512,0,0,0,512,5352.22,48588.8,34012.16,8222.72,1.0,0.0,11500000.0,37096.46,4683.91,47867.25,355240.64,1.0,19150.4,6001.36,41537.5,0.0,37096.46,4683.91,47867.25,355240.64,1.4,1.71,1.79,2.13,0.0,0.0,0.0,0.0,56246.86,10685.27,89404.75,355240.64,14861.759999999995,2221.3599999999988,-41536.5,0.0,0.453592,0.440437832,0.0,43532215.0,,69150.6824,1.4231815233140148,68370.73170731709,1.4071294559099439,28.573049479166663
Milk Time Dairy,12519 Road 17 Madera Madera 93637,1100,245,640,550,190,50,2775,45345.34,554016.76,387811.73,91129.54,217164.45,574272.75,113085500.0,179057.83,29297.2,116325.08,2405622.54,79.0,13111.49,1210.29,1075.81,0.0,179057.83,29297.2,116325.08,2405622.54,1.37,0.7,0.35,4.79,111349.42,50698.89,1251329.51,0.0,192169.31999999998,30507.49,117400.89,2405622.54,263350.82,39220.359999999986,-1035240.87,574272.75,35.833768,34.794588728,17081533.4712934,428074982.555,25.060688097728878,585861.7927999999,1.057480269730468,660516.4634146342,1.1922319162594182,24.272588811280105
Grain Mill Group West,5336 W Harlan AVE Riverdale Fresno 93656,0,0,0,150,0,0,150,1469.48,14235.0,9964.5,2409.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9964.5,2409.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,18985.6816,1.3337324622409554,20030.487804878052,1.4071294559099439,26.777191111111108
Grain Mill Group East,4604 W Harlan AVE Riverdale Fresno 93656,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
"Morning Star Dairy, Inc",10262 W Elkhorn AVE Burrel Fresno 93607,1171,150,500,373,325,250,2769,43591.87,537725.85,376408.1,87189.66,226565.35,585857.85,10728000.0,25583.69,0.0,1525.21,352061.76,73.0,74631.68,25834.24,81922.56,2210494.4,25583.69,0.0,1525.21,352061.76,0.57,0.34,0.2,1.69,45507.14,24611.01,5154.38,2677491.65,100215.37,25834.24,83447.77,2562556.16,256269.27999999997,36744.41,139488.40999999997,-4302128.2,33.112216,32.151961736,15502550.630438438,40609878.480000004,2.6195610934025693,563206.9604,1.0473868057486915,624336.9512195121,1.161069253448597,23.553546605869716
Mt. Whitney Dairy,2792 W Mt. Whitney AVE Riverdale Fresno 93656,1725,275,750,600,250,0,3600,65975.34,814606.21,570224.35,135424.79,349619.94,875452.5,51834000.0,104428.4,33509.8,117425.4,902855.36,87.0,7557.55,2574.55,9799.9,0.0,104428.4,33509.8,117425.4,902855.36,1.02,1.23,0.76,1.71,377695.4,136268.12,578688.95,0.0,111985.95,36084.350000000006,127225.29999999999,902855.36,184971.40000000002,-3417.8799999999756,-238868.90999999997,875452.4999999999,39.462504,38.318091384,27972206.71032,196212941.94,7.014567852010391,852401.3927999999,1.0463968753687747,921402.4390243903,1.1311016632495232,25.518763584905656
"Philip Verwey Dairy, Inc.",12852 Road 9 Madera Madera 93637,2600,157,1200,800,400,0,5157,91238.87,1118859.95,783201.97,186437.05,501340.39,1260312.15,30984000.0,170645.97,13176.28,265080.99,1374449.54,72.0,151407.7,50427.0,251501.49,2128576.8,170645.97,13176.28,265080.99,1374449.54,0.91,0.43,0.55,4.15,174048.0,70240.8,190365.0,0.0,322053.67000000004,63603.28,516582.48,3503026.34,457746.2699999999,65769.24999999999,59473.90000000002,-868264.6499999999,32.658624,31.711523904000003,31911465.062214725,117287143.44000001,3.6753920013179124,1178806.2004,1.0535779749735434,1291183.048780488,1.1540166834825825,25.099764957695065
"Redtop Jerseys, LP",21463 Road 4 Chowchilla Madera 93610,6000,1200,0,0,0,0,7200,160771.96,2120799.48,1484559.64,349260.56,1101751.36,3101040.0,109555182.0,317601.16,26555.88,365000.71,2558490.72,58.0,78112.01,8192.48,37699.54,263725.16,317601.16,26555.88,365000.71,2558490.72,1.12,0.53,0.72,2.18,28838.06,2790.41,12133.68,63548.23,395713.17,34748.36,402700.25,2822215.8800000004,1377609.5699999998,338277.67000000004,1051918.1400000001,2773766.6100000003,26.308336,25.545394256,67133296.104768,414711281.49462,6.177430657470222,2077173.7232,0.979429570210947,2628000.0,1.2391553396646438,22.329438888888888
RIVAS DAIRY,41198 W Valeria AVE Dos Palos Fresno 93620,200,18,25,20,18,18,299,5924.87,75857.34,53100.14,12529.11,38039.05,98309.1,4368000.0,9295.8,1883.31,13661.9,79230.77,68.0,0.0,0.0,0.0,0.0,9295.8,1883.31,13661.9,79230.77,1.37,1.44,1.27,2.69,44732.99,6751.82,149226.91,0.0,9295.8,1883.31,13661.9,79230.77,8367.150000000001,5777.290000000001,-111187.86,98309.09999999999,30.844256,29.949772576,2383103.40387232,16534670.88,6.9382935096868685,76549.3204,1.0091221284584986,87181.58536585367,1.1492834492463573,23.925900718999312
River Valley Dairy,22700 S Cornelia AVE Riverdale Fresno 93656,1348,156,565,660,337,0,3066,50681.87,624377.83,437064.48,103087.47,262582.62,670578.0,28080000.0,102270.03,6145.48,145322.47,657928.66,75.0,252623.26,42861.59,243083.23,0.0,102270.03,6145.48,145322.47,657928.66,0.68,0.56,0.62,0.48,0.0,0.0,0.0,0.0,354893.29000000004,49007.06999999999,388405.7,657928.66,184441.21999999997,60225.880000000005,19499.389999999956,670578.0000000001,34.0194,33.0328374,18133706.419104,106294312.80000001,5.861698118594119,654809.7604,1.0487396075546118,727542.9268292683,1.1652286354069752,24.419543916139798
RuAnn Dairy,7285 W Davis AVE Riverdale Fresno 93656,1100,200,500,415,300,300,2815,43430.24,536414.86,375490.4,86619.49,216441.75,563925.0,43724000.0,137074.41,17589.69,100349.21,703781.82,78.0,44820.0,15710.0,80370.0,923575.9,137074.41,17589.69,100349.21,703781.82,0.85,0.8,0.76,1.67,0.0,0.0,0.0,0.0,181894.41,33299.69,180719.21000000002,1627357.72,330670.4,70909.49,136071.75,-359650.90000000014,35.380176,34.354150896,16301044.600151999,165513266.84,10.153537451118726,561118.7008,1.0460536100733675,623393.2926829269,1.1621476941987157,23.421767050312397
Shady Acres Dairy #2,15391 West Elkhorn AVE Helm Fresno 93627,3000,500,1300,1040,330,150,6320,106725.09,1311760.64,918232.45,215768.34,560730.68,1527525.0,34340217.0,135644.81,37665.63,99905.05,1247189.42,63.0,0.0,0.0,0.0,0.0,135644.81,37665.63,99905.05,1247189.42,0.89,0.7,0.38,1.98,0.0,0.0,0.0,0.0,135644.81,37665.63,99905.05,1247189.42,918232.45,215768.34,560730.68,1527525.0,28.576296,27.747583415999998,35447537.813939996,129991800.83397001,3.667160227496811,1378888.1628,1.051173606489672,1611341.4634146343,1.2283807077902829,23.550746447793323
Shein Ranch,13668 13 AVE Madera Madera 93637,7200,400,200,0,0,0,7800,205297.78,2672438.4,1870706.88,452120.07,1449822.43,3482100.0,172569751.0,843277.53,79762.2,683712.86,5892225.98,85.0,8564.12,2514.68,1696.9,184533.12,843277.53,79762.2,683712.86,5892225.98,1.27,0.74,0.79,2.71,15703.34,7074.54,3183.54,285661.35,851841.65,82276.87999999999,685409.76,6076759.100000001,1846439.4200000002,442530.85000000003,1444941.99,3011905.53,38.55532,37.43721572,103850836.40727998,653247261.13291,6.290245545746198,2652447.3176,0.9925195348188383,2800707.3170731706,1.0479969592837652,26.755273299427845
"Souza's Dairy, Inc.",8555 S Valentine AVE Fresno Fresno 93706,1960,165,790,480,295,0,3690,68906.72,853130.41,597191.29,142251.63,388235.28,960807.75,48564000.0,111852.61,12800.84,169939.78,907310.46,80.0,112361.12,29432.39,136372.37,476525.4,111852.61,12800.84,169939.78,907310.46,1.17,1.13,1.11,2.13,237844.72,61339.18,251630.84,557901.28,224213.72999999998,42233.229999999996,306312.15,1383835.8599999999,246985.45000000004,51480.060000000005,232.0700000000361,-73618.92999999993,36.28736,35.23502656,27329167.4756,183834651.24,6.726683182139781,890274.8224000001,1.0435389618804,958347.5609756097,1.1233306769308689,25.54408245931284
SOZINHO DAIRY #2,8489 E. Elkhorn AVE Selma Fresno 93662,1163,196,535,281,0,32,2207,41224.12,504890.66,353423.46,83974.85,222725.23,592668.75,28382000.0,79163.03,9243.09,79407.01,437259.12,70.0,124582.93,29903.94,85828.84,1588489.06,79163.03,9243.09,79407.01,437259.12,1.09,1.44,0.94,3.21,0.0,0.0,0.0,0.0,203745.96,39147.03,165235.84999999998,2025748.1800000002,228840.53,54070.91,136896.39,-995820.3100000002,31.75144,30.83064824,15293080.5997284,107437506.62,7.025236408020243,532615.6304,1.054912820926416,606425.243902439,1.2011021235814483,24.69628311342948
Tri-Iest Dairy,16500 Avenue 14 Madera Madera 93637,4225,610,1950,1705,650,425,9565,158497.48,1956030.29,1369221.2,321933.31,820229.78,2129610.75,143889000.0,249754.82,64645.98,419066.6,2015972.17,74.0,275157.45,110164.77,480360.45,0.0,249754.82,64645.98,419066.6,2015972.17,1.27,1.76,0.99,3.87,339700.22,136248.19,478425.22,0.0,524912.27,174810.75,899427.05,2015972.17,754363.53,75520.34999999998,-138555.89000000013,2129610.75,33.565808,32.592399568,57518251.947617196,544678859.49,9.469669905581412,2047787.4416,1.0469098827707826,2300701.8292682925,1.17620971466055,24.14100592529302
Triangle M Dairy,11302 Avenue 18 1/2 Chowchilla Madera 93610,1655,179,104,547,350,0,2835,54201.53,687702.72,481391.9,113734.81,325646.45,820417.8,64360000.0,198461.46,38508.5,262385.83,1251245.96,78.0,196274.49,45992.81,209768.95,2173489.14,198461.46,38508.5,262385.83,1251245.96,0.87,0.7,0.63,2.26,0.0,0.0,0.0,0.0,394735.94999999995,84501.31,472154.78,3424735.1,285117.41000000003,67742.0,115877.5,-1353071.34,35.380176,34.354150896,22997012.15129136,243628987.60000002,10.59394089967985,700283.7676,1.0182943112396008,771921.5853658535,1.1224640573849316,24.634601093017327
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,2310,460,900,800,200,0,4670,83312.98,1033772.63,723640.84,170914.65,443903.98,1193440.5,64669500.0,232512.35,37401.71,296015.62,1999546.33,71.0,199054.16,69158.95,332845.42,7593655.39,232512.35,37401.71,296015.62,1999546.33,1.21,1.1,1.07,4.42,53894.5,8343.5,24805.0,757680.0,431566.51,106560.66,628861.04,9593201.719999999,470692.17999999993,93412.19999999998,86253.55999999994,-7157894.889999999,32.205032,31.271086072000003,31616631.5730956,244800571.995,7.742778399053579,1076403.7016,1.0412383442575763,1246964.6341463416,1.2062271702302096,24.04330386429225
Double A Dairy,19436 S East AVE Laton Fresno 93242,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Vitoria Farms,12429 ave 24 Chowchilla Madera 93610,425,75,100,80,35,0,715,13554.94,172485.96,120740.17,28474.96,80274.52,217357.5,11610000.0,57489.37,7275.2,60749.43,567798.81,66.0,13060.93,4147.26,7395.35,48625.24,57489.37,7275.2,60749.43,567798.81,1.07,0.96,0.68,1.21,77004.81,35417.16,57705.59,0.0,70550.3,11422.46,68144.78,616424.05,30674.430000000008,-11089.460000000006,15173.580000000016,168732.26,29.937072,29.068896912,5305073.68644,43948610.1,8.284260068306791,175129.8248,1.0153280000296836,208094.51219512196,1.2064431922176273,23.424764594309803
Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,3770,510,700,300,5200,19600,30080,199927.82,2719637.98,1903746.59,332013.13,721989.78,1892379.0,214188000.0,749436.46,126548.23,874121.36,4808304.72,70.0,181872.91,52219.39,199345.0,0.0,625929.73,105529.89,734090.44,3994426.38,0.96,0.99,0.69,2.7,320105.12,59698.8,197379.26,4202263.86,807802.64,157749.28,933435.44,3994426.38,1525275.2899999996,241113.27999999997,465296.4400000002,-1496006.5200000005,31.75144,30.83064824,48163638.680528,810789397.08,16.834056132220606,2583067.4344,0.9497835570012153,2799639.024390244,1.0294160638212015,14.573034810126583
