Dairy Name,Dairy Address,Average Milk Cows,Average Dry Cows,Average Bred Heifers,Average Heifers,Average Calves (4-6 mo.),Average Calves (0-3 mo.),Average Other/Unspecified Head,Average Steer,Total Manure Generated (tons),Average Milk Production (lb per cow per day),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated N (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater (gals),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Removed Ratio N,Applied to Removed Ratio P,Applied to Removed Ratio K,Applied to Removed Ratio Salt,Total Exported N (lbs),Total Exported P (lbs),Total Exported K (lbs),Total Exported Salt (lbs),File Name,Average Milk Production (kg per cow),Average Milk Production (L per cow),Reported Annual Milk Production (L),Total Herd Size,Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Total Reported N (lbs),Total Reported P (lbs),Total Reported K (lbs),Total Reported Salt (lbs),Unaccounted For N (lbs),Unaccounted For P (lbs),Unaccounted For K (lbs),Unaccounted For Salt (lbs),Total Wastewater Generated (L),Estimated Total Wastewater Generated (L),Wastewater to Reported Milk Ratio,Wastewater to Estimated Milk Ratio,Wastewater Ratio Discrepancy,Calculated Manure Factor,Manure Factor Discrepancy,Nitrogen Discrepancy,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,USDA N Estimate (lbs),UCCE N Estimate (lbs),Estimated Annual Milk Production (L),Estimated Wastewater Generation (L),Wastewater to Estimated Milk Ratio,City,Region,Sub-Region,Year,County,State,Zip,Latitude,Longitude,Template,Manure Factor Average,Manure Factor Standard Deviation,Wastewater Ratio Average,Wastewater Ratio Standard Deviation,USDA Nitrogen % Deviation Average,USDA Nitrogen % Deviation Standard Deviation,UCCE Nitrogen % Deviation Average,UCCE Nitrogen % Deviation Standard Deviation,Facility Count,CADDID,address
Triangle M Dairy,11302 Avenue 18 1/2 Chowchilla Madera 93610,1655.0,179.0,104.0,547.0,350.0,0.0,0.0,,54201.53,78.0,481391.9,687702.72,113734.81,325646.45,820417.8,64360000.0,198461.46,38508.5,262385.83,1251245.96,196274.49,45992.81,209768.95,2173489.14,198461.46,198461.46,38508.5,262385.83,1251245.96,0.87,0.7,0.63,2.26,,,,,Fresno_madera_2023_generic_r5.csv,35.380176,36.44158128,24394358.9246448,2835.0,394735.95,84501.31,472154.78,3424735.1,679853.36,152243.31,588032.28,2071663.76,285117.41000000003,67742.0,115877.5,-1353071.34,243628987.6,9757743.56985792,9.987103508338963,9.987103508338963,0.0,25.628972507453756,2.128972507453753,-1400086143.3,-99.96562879776224,-25.029906621303844,1400567535.2,642111.9119704799,24394358.9246448,,,Chowchilla,R5,,2023,Madera,California,93610.0,37.017217007008,-120.341746984209,generic_r5,,,,,,,,,,,"11302 Avenue 18 1/2, Chowchilla, California, 93610"
JOHANN DAIRY,11511 W FIoral AVE Fresno Fresno 93706,4225.0,450.0,1600.0,1520.0,700.0,680.0,0.0,,156093.04,,,1930542.86,317741.31,836884.73,,159408000.0,395180.88,62703.54,491554.41,,304908.24,90977.31,389058.65,,395180.88,395180.88,62703.54,491554.41,2552945.13,0.94,0.92,0.9,3.86,,,,,Fresno_madera_2023_generic_r5.csv,,,,9175.0,700089.12,153680.85,880613.06,2552945.13,395180.88,380444.85,1328439.14,0.0,-304908.24,226764.0,447826.07999999984,-2552945.13,603424637.28,,,,,26.08176800686269,2.5817680068626885,,,,4033444153.6,1817091.8778332,,,,Fresno,R5,,2023,Fresno,California,93706.0,36.571360820239,-120.003024805339,generic_r5,,,,,,,,,,,"11511 W Floral Ave, Fresno, California, 93706"
AJF Dairy,23435 12 RD ChowchiIla Madera 93610,780.0,90.0,232.0,0.0,0.0,120.0,0.0,,24164.44,,,306170.28,50614.35,149377.2,,20932001.0,101980.64,10452.31,172716.77,,67073.98,23962.76,121838.0,353928.6,101980.64,101980.64,10452.31,172716.77,818584.76,0.87,1.0,1.25,1.09,,,,,Fresno_madera_2023_generic_r5.csv,,,,1222.0,169054.62,34415.07,294554.77,1172513.36,101980.64,61066.66,322093.97,0.0,-67073.98,26651.59,27539.199999999957,-1172513.36,79236205.90541,,,,,24.924326690919735,1.424326690919738,,,,624409129.6,294363.30873776,,,,Chowchilla,R5,,2023,Madera,California,93610.0,37.087289005093,-120.325324991869,generic_r5,,,,,,,,,,,"23435 Road 12, Chowchilla, California, 93610"
FREA DAIRY LLC,6205 S. BrawIey Avenue Fresno Fresno 93706,280.0,18.0,158.0,100.0,0.0,0.0,0.0,,10190.53,,,125972.12,21264.9,55462.18,,4238250.0,16801.75,2442.58,24902.41,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_generic_r5.csv,,,,556.0,0.0,0.0,0.0,0.0,16801.75,23707.480000000003,80364.59,0.0,16801.75,23707.480000000003,80364.59,0.0,16043513.9325,,,,,25.970390116543445,2.470390116543445,,,,263323295.2,119137.55260184,,,,Fresno,R5,,2023,Fresno,California,93706.0,36.644826189915,-119.864883078199,generic_r5,,,,,,,,,,,"6205 S Brawley Ave, Fresno, California, 93706"
lest Family Farms,14576 Avenue 14 Madera Madera 93637,3690.0,565.0,2025.0,1910.0,735.0,715.0,0.0,,147839.77,74.0,1267588.14,1810840.2,295721.19,716366.37,1867358.25,135777000.0,246504.43,55261.44,391794.2,7218434.68,409926.82,114798.3,475320.92,6902857.58,246504.43,246504.43,55261.44,391794.2,7218434.68,1.24,1.26,0.76,6.6,,,,,Fresno_madera_2023_generic_r5.csv,33.565808,34.572782239999995,53694123.777388,9640.0,656431.25,170059.74,867115.12,14121292.26,1514092.5699999998,350982.63,1108160.57,9085792.93,857661.3199999998,180922.89,241045.45000000007,-5035499.33,513971613.57,21477649.5109552,9.572213445569751,9.572213445569751,0.0,25.17936905021943,1.6793690502194316,-3818912068.66,-99.96681862493708,-28.89480099549844,3820179656.8,1782694.0332728005,53694123.777388,,,Madera,R5,,2023,Madera,California,93637.0,36.945505005748,-120.278075030203,generic_r5,,,,,,,,,,,"14576 Avenue 14, Madera, California, 93637"
Double DJ Dairy,14768 Avenue 27 Chowchilla Madera 93610,2820.0,360.0,500.0,0.0,0.0,0.0,0.0,,85251.11,78.0,,,,,,107291900.0,,,353334.69,2122432.63,168599.7,35673.3,232546.32,2413946.04,293811.47,293811.47,74225.48,353334.69,2122432.63,0.89,1.06,0.85,2.27,,,,,Fresno_madera_2023_generic_r5.csv,35.380176,36.44158128,42297743.391696,3680.0,462411.17,109898.78,585881.01,4536378.67,0.0,0.0,353334.69,2122432.63,-462411.17,-109898.78,-232546.32,-2413946.04,406143831.179,16919097.3566784,9.602021257208138,9.602021257208138,0.0,25.350270761155382,1.850270761155386,,,,2202888682.4,1021051.89574,42297743.391696,,,Chowchilla,R5,,2023,Madera,California,93610.0,37.141837544434,-120.281414735765,generic_r5,,,,,,,,,,,"14768 Avenue 27, Chowchilla, California, 93610"
Mt. Whitney Dairy,2792 W Mt. Whitney AVE RiverdaIe Fresno 93656,1725.0,275.0,750.0,600.0,250.0,0.0,0.0,,65975.34,,,814606.21,135424.79,349619.94,,51834000.0,104428.4,33509.8,117425.4,,7557.55,2574.55,9799.9,,104428.4,104428.4,33509.8,117425.4,902855.36,1.02,1.23,0.76,1.71,,,,,Fresno_madera_2023_generic_r5.csv,,,,3600.0,111985.95,36084.350000000006,127225.3,902855.36,104428.4,168934.59000000003,467045.34,0.0,-7557.550000000003,132850.24000000002,339820.04,-902855.36,196212941.94,,,,,26.135154636228748,2.635154636228748,,,,1704802785.6,766455.489153,,,,,R5,,2023,,,,,,generic_r5,,,,,,,,,,,
Gerrit Visser & Sons,18565 S Marks AVE RiverdaIe Fresno 93656,955.0,130.0,400.0,330.0,95.0,1.0,0.0,,34153.95,,,422280.18,70155.81,184650.69,,8762500.0,45271.73,11739.91,40470.31,,,,,,45271.73,45271.73,11739.91,40470.31,260618.94,1.07,1.05,0.6,,,,,,Fresno_madera_2023_generic_r5.csv,,,,1911.0,45271.73,11739.91,40470.31,260618.94,45271.73,81895.72,225121.0,0.0,0.0,70155.81,184650.69,-260618.94,33169655.125,,,,,25.04357892680453,1.543578926804532,,,,882538068.0,414071.10099192,,,,Riverdale,R5,,2023,Fresno,California,93656.0,36.468111447277,-119.855932211436,generic_r5,,,,,,,,,,,"18565 S Marks Ave, Riverdale, California, 93656"
Kerman Cattle Co,4301 S Dickenson Fresno Fresno 93706,770.0,70.0,100.0,50.0,50.0,0.0,0.0,,22349.87,,,286626.14,,146956.21,,43520000.0,181482.88,19613.97,141133.2,,,,,,181482.88,181482.88,19613.97,141133.2,937763.37,1.14,0.77,0.84,1.52,,,,,Fresno_madera_2023_generic_r5.csv,,,,1040.0,181482.88,19613.97,141133.2,937763.37,181482.88,19613.97,288089.41000000003,0.0,0.0,0.0,146956.21000000002,-937763.37,164741043.20000002,,,,,24.806297484288283,1.306297484288283,,,,577520640.8,273554.226853,,,,Fresno,R5,,2023,Fresno,California,93706.0,36.671237961083,-119.970445565244,generic_r5,,,,,,,,,,,"4301 S Dickenson Ave, Fresno, California, 93706"
River Oaks Dairy,3621 E. Mount Whitney Laton CA 93242,0.0,190.0,0.0,0.0,0.0,0.0,0.0,,44825.32,,,633431.95,107671.35,161990.65,1141211.19,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,190.0,0.0,0.0,0.0,0.0,0.0,107671.35,161990.65,1141211.19,0.0,107671.35,161990.65,1141211.19,,881288.2512832,,,,235.92273684210525,212.42273684210525,,,,1158286268.8,57687.8,2203220.628208,,,Laton,R5,,2023,Fresno,California,93242,36.427626393935,-119.735407316934,innovative_ag,,,,,,,,,,,"3621 E Mount Whitney Ave, Laton, California, 93242"
Sweet Haven Dairy,10467 W. Kamm Avenue Riverdale CA 93656,1615.0,248.0,0.0,978.0,0.0,317.0,0.0,,65627.27,,,862651.95,145343.0,289631.15,1505056.8,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,3158.0,0.0,0.0,0.0,0.0,0.0,145343.0,289631.15,1505056.8,0.0,145343.0,289631.15,1505056.8,,8641263.221792642,,,,29.04550783885382,5.545507838853819,,,,1695808656.8,686018.36221798,21603158.054481603,,,Riverdale,R5,,2023,Fresno,California,93656,36.531716178419,-119.98029107227,innovative_ag,,,,,,,,,,,"10467 W Kamm Ave, Riverdale, California, 93656"
Zonneveld Dairies Complex,1523 E. Cerini Avenue Laton CA 93242,2192.0,819.0,0.0,5741.0,0.0,792.0,0.0,,219082.54,,,2973359.35,521503.24,1064518.85,,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,9544.0,0.0,0.0,0.0,0.0,0.0,521503.24,1064518.85,0.0,0.0,521503.24,1064518.85,0.0,,13966099.60323008,,,,42.0669195262704,18.5669195262704,,,,5661092833.6,1581238.69168172,34915249.0080752,,,Laton,R5,,2023,Fresno,California,93242,36.459957208571,-119.771142368352,innovative_ag,,,,,,,,,,10300.0,"1523 E Cerini Ave, Laton, California, 93242"
L & J Vanderham,10772 W. Mount Whitney Avenue Riverdale CA 93656,2632.0,780.0,0.0,151.0,0.0,0.0,0.0,,108560.34,,,1524499.15,256978.25,420111.35,2722942.19,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,3563.0,0.0,0.0,0.0,0.0,0.0,256978.25,420111.35,2722942.19,0.0,256978.25,420111.35,2722942.19,,15826081.64935936,,,,31.31026874378393,7.810268743783926,,,,2805199185.6,1052724.60931348,39565204.1233984,,,Riverdale,R5,,2023,Fresno,California,93656,36.431456965595,-119.99397922307,innovative_ag,,,,,,,,,,,"10772 W Mount Whitney Ave, Riverdale, California, 93656"
G &A Dairy,2200 S. Marks Avenue Fresno CA 93706,1255.0,195.0,0.0,463.0,0.0,0.0,0.0,,41635.19,,,574082.95,96511.84,,,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,1913.0,0.0,0.0,0.0,0.0,0.0,96511.84,0.0,0.0,0.0,96511.84,0.0,0.0,,6725620.865056001,,,,25.710409267943778,2.2104092679437777,,,,1075853309.6,491679.31385524,16814052.16264,,,Fresno,R5,,2023,Fresno,California,93706,36.698506663879,-119.840068705305,innovative_ag,,,,,,,,,,,"2200 S Marks Ave, Fresno, California, 93706"
Open Sky Ranch Dairy,12103 Elkhorn Avenue Riverdale CA 93656,4411.0,760.0,0.0,1521.0,0.0,0.0,0.0,,158504.68,,,2148751.35,365330.69,679947.55,3727324.81,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,6692.0,0.0,0.0,0.0,0.0,0.0,365330.69,679947.55,3727324.81,0.0,365330.69,679947.55,3727324.81,,23984955.512554884,,,,27.67449639605185,4.174496396051854,,,,4095760931.2,1738972.5996410798,59962388.7813872,,,Riverdale,R5,,2023,Fresno,California,93656,36.484228547888,-120.011875340721,innovative_ag,,,,,,,,,,,"12103 W Elkhorn Ave, Riverdale, California, 93656"
Maple Dairy,19860 S. Maple Avenue Laton CA 93242,2294.0,392.0,0.0,1408.0,0.0,0.0,0.0,,85475.99,,,1186563.9,206648.4,384304.85,2035463.8,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,4094.0,0.0,0.0,0.0,0.0,0.0,206648.4,384304.85,2035463.8,0.0,206648.4,384304.85,2035463.8,,12458632.85761408,,,,26.70188092324736,3.201880923247362,,,,2208699581.6000004,971924.79280384,31146582.1440352,,,Laton,R5,,2023,Fresno,California,93242,36.436021075494,-119.754510786946,innovative_ag,,,,,,,,,,,"19860 Maple Ave, Laton, California, 93242"
Fontes Dairy Farms - Dairy 2,20334 S Polk Avenue Riverdale CA 93656,2242.0,336.0,0.0,73.0,0.0,0.0,0.0,,65185.3,,,908601.8,154275.28,249046.8,1614807.16,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,2651.0,0.0,0.0,0.0,0.0,0.0,154275.28,249046.8,1614807.16,0.0,154275.28,249046.8,1614807.16,,11957690.06214784,,,,25.025959327141944,1.525959327141944,,,,1684388152.0,790841.24317804,29894225.1553696,,,Riverdale,R5,,2023,Fresno,California,93656,36.439677433316,-119.891561167264,innovative_ag,,,,,,,,,,,"20334 S Polk Ave, Riverdale, California, 93656"
Kiss Cattle LLC,2585 South Chateau Fresno Ave. Fresno CA 93706,0.0,0.0,0.0,0.0,0.0,3607.0,0.0,,25808.6,,,222350.7,69171.15,164673.4,123538.66,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,3607.0,0.0,0.0,0.0,0.0,0.0,69171.15,164673.4,123538.66,0.0,69171.15,164673.4,123538.66,,0.0,,,,58.672276389138254,35.172276389138254,,,,666894223.9999999,133555.53277034,0.0,,,Fresno,R5,,2023,Fresno,California,93706,36.696678528887,-119.938032366307,innovative_ag,,,,,,,,,,,"2585 S Chateau Fresno Ave, Fresno, California, 93706"
Fontes Dairy Farms - Dairy 1,5512 W Davis Avenue Riverdale CA 93656,585.0,78.0,0.0,463.0,0.0,0.0,0.0,,24787.06,,,330073.15,55615.05,112117.05,573548.19,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_innovative_ag.csv,,,,1126.0,0.0,0.0,0.0,0.0,0.0,55615.05,112117.05,573548.19,0.0,55615.05,112117.05,573548.19,,3075232.161056641,,,,29.77816651951256,6.27816651951256,,,,640497630.4,252730.37385524,7688080.402641601,,,Riverdale,R5,,2023,Fresno,California,93656,36.477954986728,-119.896298451301,innovative_ag,,,,,,,,,,,"5512 W Davis Ave, Riverdale, California, 93656"
Pacheco Dairy Inc,Pacheco Dairy Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,R5,,2023,,,,,,provost_pritchard,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresno_madera_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,R5,,2023,,,,,,livingston,,,,,,,,,,,
T&W Farms 1,18346 Old River Rd Bakersfield Kern 93311,4271.0,700.0,1495.0,1225.0,447.0,427.0,0.0,,148432.31,70.0,1304063.46,1862947.81,306202.53,817935.91,2171965.35,88201210.99,354507.59,340931514.3,561801.07,3190060.74,118011.29,32973.96,192416.96,,354507.59,354507.59,340931514.3,561801.07,3075.3,1.17,3250.26,51.62,,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,59338597.67782799,8565.0,472518.88,340964488.26,754218.0299999999,3075.3,1658571.05,341237716.83,1379736.98,5362026.09,1186052.17,273228.56999999285,625518.9500000001,5358950.79,333877746.0936559,23735439.0711312,5.626653799714079,5.626653799714079,0.0,24.44252361221777,0.9425236122177658,-3834186826.94,-99.96600008976,-29.27288435277601,3835490890.4,1843795.61935548,59338597.67782799,,,Bakersfield,R5,F,2023,Kern,California,93311,35.186529012949,-119.106378005401,generic_r5,,,,,,,,,,,"18346 Old River Rd, Bakersfield, California, 93311"
Maple Dairy,15857 Bear Mountain Blvd Bakersfield Kern 93311,6194.0,1108.0,2459.0,2336.0,948.0,1187.0,0.0,,232293.54,78.0,2043813.73,2919733.9,477077.0,1218763.81,3171229.5,68740284.96,173372.31,358365219.59,266453.44,1645036.9,418784.43,117620.04,475915.45,,173372.31,173372.31,358365219.59,266453.44,,0.82,2482.9,1.34,,,,,,Kern_2023_generic_r5.csv,35.380176,36.44158128,97125195.6748944,14232.0,592156.74,358482839.63,742368.89,0.0,2217186.04,358842296.59,1485217.25,4816266.4,1625029.3,359456.95999997854,742848.36,4816266.4,260210162.0904336,38850078.269957766,2.679121110462736,2.679121110462736,0.0,24.933200897753505,1.433200897753505,-6000421259.87,-99.9659504269506,-27.74767273843746,6002465073.599999,2828716.8143403,97125195.6748944,,,Bakersfield,R5,F,2023,Kern,California,93311,35.203262015806,-119.171786019193,generic_r5,,,,,,,,,,,"15857 Bear Mountain Blvd, Bakersfield, California, 93311"
Kootstra Dairy Farms,13628 Adobe RD Bakersfield Kern 93307,1250.0,225.0,208.0,0.0,0.0,0.0,0.0,,36595.33,64.0,327962.86,468518.37,77616.94,234459.03,640301.25,1980000.0,1768.17,237.92,2288.6,15917.75,,,,,1768.17,1768.17,237.92,2288.6,15917.75,0.12,,,1.23,,,,,Kern_2023_generic_r5.csv,29.029888,29.90078464,16097834.93056,1683.0,1768.17,237.92,2288.6,15917.75,329731.03,77854.86,236747.63,656219.0,327962.86,77616.94,234459.03,640301.25,7495111.800000001,6439133.972224001,0.4655975062690785,0.4655975062690785,0.0,23.593182817778946,0.093182817778942,-945295364.34,-99.96531781201178,-30.360578576447715,945623327.2,470944.26302784,16097834.93056,,,Bakersfield,R5,F,2023,Kern,California,93307,35.231105217236,-118.967708826607,generic_r5,,,,,,,,,,10518.0,"13628 Adobe Rd, Bakersfield, California, 93307"
Affentranger & Sons Dairy Farms Inc.,18107 Kratzmeyer Road Bakersfield Kern 93314-9481,1250.0,200.0,390.0,390.0,100.0,0.0,0.0,,43399.04,70.0,374399.98,534857.12,88678.44,239386.53,634552.5,69933051.0,45368.94,8600.94,39987.42,695415.59,,,,,45368.94,45368.94,8600.94,39987.42,695415.59,1.23,2.19,1.23,4.39,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,17308583.108599998,2330.0,45368.94,8600.94,39987.42,695415.59,419768.92,97279.38,279373.95,1329968.09,374399.98,88678.44,239386.53000000003,634552.4999999999,264725270.58591,6923433.243439999,15.294450673687887,15.294450673687887,0.0,24.83405989061717,1.3340598906171657,-1121056793.62,-99.96661409258662,-29.437649003714935,1121431193.6,530594.5376164,17308583.108599998,,,Bakersfield,R5,F,2023,Kern,California,93314,35.416385985639,-119.216141039141,generic_r5,,,,,,,,,,,"18107 Kratzmeyer Rd, Bakersfield, California, 93314"
,Westwind Farms,1098.0,180.0,74.0,0.0,0.0,0.0,0.0,,31568.81,70.0,285683.96,408119.95,67866.7,210277.13,558384.3,9347600.58,9399.4,21104814.05,9223.2,78181.56,96950.12,30852.57,71654.3,2374.4,9399.4,9399.4,21104814.05,9223.2,19.28,1.24,795.41,222.02,,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,15255427.043303998,1352.0,106349.52,21135666.62,80877.5,2393.6800000000003,295083.36000000004,21172680.75,219500.33,636565.8600000001,188733.84000000003,37014.12999999896,138622.83000000002,634172.18,35384500.7115378,6102170.817321599,2.319469695020368,2.319469695020368,0.0,24.189302252745065,0.6893022527450654,-815452366.44,-99.96497846828892,-27.90243268826628,815738050.4000001,396246.32376952,15255427.043303998,,,Livermore,R5,F,2023,Alameda,California,94550,37.697954962296,-121.716234598565,generic_r5,,,,,,,,,,,"Westwind St, Livermore, California, 94550"
Newhouse Dairy,16130 Bear Mountain Blvd Bakersfield Kern 93311,2967.0,641.0,926.0,1193.0,356.0,0.0,0.0,,106115.57,70.0,931937.97,1331339.96,219219.07,568207.88,1544409.9,90005630.22,287318.95,620041584.06,405237.47,3003844.67,117538.91,34054.0,71812.54,,287318.95,287318.95,620041584.06,405237.47,4249.95,1.26,8637.08,194.95,,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,43068529.55574399,6083.0,404857.86,620075638.06,477050.01,4249.95,1219256.92,620260803.13,973445.35,4548254.57,814399.0599999999,185165.07000005245,496395.34,4544004.62,340708212.6910902,17227411.8222976,7.910839218462485,7.910839218462485,0.0,23.971931345312235,0.4719313453122353,-2741094390.8300004,-99.96601280008834,-30.660525710463094,2742026328.8,1344022.26083884,43068529.55574399,,,Bakersfield,R5,F,2023,Kern,California,93311,35.209237977072,-119.192341164401,generic_r5,,,,,,,,,,,"16130 Bear Mountain Blvd, Bakersfield, California, 93311"
Panama Ranch,6219 E. Panama Lane Buttonwillow Kern 93307,0.0,105.0,0.0,0.0,0.0,0.0,0.0,,1534.11,70.0,13413.75,19162.5,2529.45,,24144.75,,,,,,,,,,,,,,,,,,,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,1253380.15614,105.0,0.0,0.0,0.0,0.0,13413.75,2529.45,0.0,24144.75,13413.75,2529.45,0.0,24144.75,,501352.062456,,,,14.610571428571427,-8.889428571428573,-39627988.65,-99.96616227179692,-57.924379158158224,39641402.4,31880.1,1253380.15614,,,Bakersfield,R5,F,2023,Kern,California,93307,35.295446019292,-118.933748015637,generic_r5,,,,,,,,,,10825.0,"6219 E Panama Ln, Bakersfield, California, 93307"
,17661 Bear Mountain Blvd,4126.0,469.0,0.0,0.0,0.0,0.0,0.0,,116587.93,78.0,1064014.17,1520020.25,254876.6,811853.33,2050573.65,10082983.65,55895.77,34118787.39,56494.54,542211.55,13996.83,550.11,10997.75,,55895.77,55895.77,34118787.39,56494.54,1959.97,1.03,2487.66,274.25,,,,,,Kern_2023_generic_r5.csv,35.380176,36.44158128,61118909.083284,4595.0,69892.59999999999,34119337.5,67492.29000000001,1959.97,1119909.94,34373663.99,868347.87,2592785.2,1050017.34,254326.4900000021,800855.58,2590825.23,38168227.1385465,24447563.6333136,0.624491302463144,0.624491302463144,0.0,25.37278128400435,1.8727812840043505,-3011568097.03,-99.96468157641804,-23.733903247566417,3012632111.2,1395133.9,61118909.083284,,,Bakersfield,R5,F,2023,Kern,California,93311,35.204571981544,-119.19645898938,generic_r5,,,,,,,,,,,"17661 Bear Mountain Blvd, Bakersfield, California, 93311"
Ansonea Dairy,5250 DiGiorgio Rd. Bakersfield,1528.0,332.0,389.0,394.0,376.0,0.0,0.0,,53211.53,70.0,466599.76,666571.09,108688.07,292626.1,795802.2,5835673.42,25559.52,26674263.7,48052.05,367978.7,55571.91,14938.84,108272.32,3500.2,25559.52,25559.52,26674263.7,48052.05,472.23,0.52,1226.35,266.55,,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,22202734.19448,3019.0,81131.43000000001,26689202.54,156324.37,3972.43,492159.28,26782951.77,340678.15,1163780.9,411027.85,93749.23000000045,184353.78,1159808.47,22090416.5208022,8881093.677792,0.994941268372896,0.994941268372896,0.0,24.271820059722398,0.7718200597223941,-1374519335.44,-99.966065124882,-29.90117594783648,1374985935.2,665631.36587396,22202734.19448,,,Bakersfield,R5,F,2023,Kern,California,93307,35.252411883275,-118.945871011339,generic_r5,,,,,,,,,,10040.0,"5250 Di Giorgio Rd, Bakersfield, California, 93307"
AJB Ranch Dairy,2874 Stockdale Hwy. Bakersfield Kern 93312,3995.0,534.0,983.0,788.0,772.0,0.0,0.0,,133754.59,78.0,1185699.86,1693856.94,279940.74,786077.08,2003839.05,55324631.18,73160.56,211342999.89,128724.27,860343.0,81421.1,49668.71,140816.68,2186.88,73160.56,73160.56,211342999.89,128724.27,1013.89,0.04,3656.17,0.62,,,,,,Kern_2023_generic_r5.csv,35.380176,36.44158128,60241031.390248805,7072.0,154581.66,211392668.6,269540.95,3200.77,1258860.4200000002,211622940.63,914801.35,2864182.05,1104278.7600000002,230272.0300000012,645260.3999999999,2860981.28,209426412.1150838,24096412.556099523,3.47647454371081,3.47647454371081,0.0,25.37520816399694,1.875208163996941,-3455032905.74,-99.96569372498374,-25.912436606917645,3456218605.6,1600403.36825372,60241031.390248805,,,Bakersfield,R5,F,2023,Kern,California,93312,35.353777906384,-119.136484752428,generic_r5,,,,,,,,,,,"Stockdale Hwy, Bakersfield, California, 93312"
Lakeview Dairy,17702 Bear Mountain BLVD Bakersfield Kern 93311,3685.0,548.0,710.0,1302.0,1403.0,1400.0,0.0,,132215.04,70.0,1169040.44,1670057.77,264869.0,705711.5,,58548934.42,222629.01,203428924.62,167765.43,1614987.7,14316.08,4600.07,17439.33,,222629.01,222629.01,203428924.62,167765.43,244.57,1.05,75.86,242.19,52.21,,,,,Kern_2023_generic_r5.csv,31.75144,32.7039832,50529125.723244,9048.0,236945.09,203433524.69,185204.76,244.57,1391669.45,203693793.62,873476.9299999999,1614987.7,1154724.36,260268.93000000715,688272.1699999999,1614743.13,221631721.8428122,20211650.2892976,4.386217229578128,4.386217229578128,0.0,24.894908641108408,1.3949086411084082,-3415267593.1600003,-99.96578187844896,-27.50153107371552,3416436633.6000004,1612503.62568162,50529125.723244,,,Bakersfield,R5,F,2023,Kern,California,93311,35.212809003523,-119.203788041698,generic_r5,,,,,,,,,,,"17702 Bear Mountain Blvd, Bakersfield, California, 93311"
