dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_excreted_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,total_manure_gen_tons,total_manure_gen_s_lbs,city,region,sub_region,year,county,state,zip,latitude,longitude,consultant,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID
Legend Dairy Farms - 8311 Edison,8311 Edison Avenue,440.0,170.0,,30.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2829399.1225408,,,,,,,,,,,7073497.806352,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8311 Edison,8311 Edison Avenue,440.0,170.0,,30.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2829399.1225408,,,,,,,,,,,7073497.806352,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8381 Edison,8381 Edison Avenue,750.0,100.0,,120.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,3942605.3346880004,,,,,,,,,,,9856513.336720001,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8381 Edison,8381 Edison Avenue,750.0,100.0,,120.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,3942605.3346880004,,,,,,,,,,,9856513.336720001,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8485 Edison,8485 Edison Avenue,800.0,100.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4174523.295552,,,,,,,,,,,10436308.23888,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8485 Edison,8485 Edison Avenue,800.0,100.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4174523.295552,,,,,,,,,,,10436308.23888,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8485 Edison,8485 Edison Avenue,800.0,100.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4174523.295552,,,,,,,,,,,10436308.23888,,,,,,,,,,,,,,,,,,,,,,,,,
Legend Dairy Farms - 8485 Edison,8485 Edison Avenue,800.0,100.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4174523.295552,,,,,,,,,,,10436308.23888,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Bangma Dairy,8847 Schaefer Avenue,0.0,0.0,,20.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Marvo Holsteins #2,34860 Ramona Expressway,500.0,0.0,,700.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2319179.6086399998,,,,,,,,,,,5797949.0216,,,,,,,,,,,,,,,,,,,,,,,,,
Marvo Holsteins Dairy,18400 Main Street,1500.0,300.0,,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,8349046.591104,,,,,,,,,,,20872616.47776,,,,,,,,,,,,,,,,,,,,,,,,,
O & S Holsteins,1970 Warren Road,1175.0,200.0,,500.0,,575.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6377743.923760001,,,,,,,,,,,15944359.809400002,,,,,,,,,,,,,,,,,,,,,,,,,
O & S Holsteins,1970 Warren Road,1175.0,200.0,,500.0,,575.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6377743.923760001,,,,,,,,,,,15944359.809400002,,,,,,,,,,,,,,,,,,,,,,,,,
OK Cattle - Eucalyptus,7278 1/2 Eucalyptus Avenue,0.0,148.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,686477.1641574401,,,,,,,,,,,1716192.9103936001,,,,,,,,,,,,,,,,,,,,,,,,,
OK Cattle - Schaefer,13831 Euclid Avenue,0.0,700.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,3246851.4520960003,,,,,,,,,,,8117128.63024,,,,,,,,,,,,,,,,,,,,,,,,,
OK Cattle LLC,7330 Edison Avenue,0.0,950.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4406441.2564159995,,,,,,,,,,,11016103.14104,,,,,,,,,,,,,,,,,,,,,,,,,
OK Cattle LLC,7330 Edison Avenue,0.0,950.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,4406441.2564159995,,,,,,,,,,,11016103.14104,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Ranch Holsteins #1 - 8535 Edison,8535  Edison Avenue ,450.0,0.0,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2087261.647776,,,,,,,,,,,5218154.11944,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Ranch Holsteins #1 - 8535 Edison,8535  Edison Avenue ,450.0,0.0,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2087261.647776,,,,,,,,,,,5218154.11944,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Ranch Holsteins #2,14333 Walker Avenue,305.0,250.0,,30.0,,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2574289.3655904,,,,,,,,,,,6435723.413976,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Ranch Holsteins #2,14333 Walker Avenue,305.0,250.0,,30.0,,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2574289.3655904,,,,,,,,,,,6435723.413976,,,,,,,,,,,,,,,,,,,,,,,,,
Oostdam Dairy,1710 North Warren Road,1400.0,250.0,,0.0,,250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,7653292.708512,,,,,,,,,,,19133231.771279998,,,,,,,,,,,,,,,,,,,,,,,,,
Oostdam Dairy,1710 North Warren Road,1400.0,250.0,,0.0,,250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,7653292.708512,,,,,,,,,,,19133231.771279998,,,,,,,,,,,,,,,,,,,,,,,,,
Oostdam Dairy Heifer Ranch,1655 North Ramona Boulevard,0.0,0.0,,200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #10,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #3,13905 Bon View Avenue,0.0,0.0,,1527.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #4,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #5,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #6,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #7,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #8,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
P & D Dairy #9,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,11155253.917558402,,,,,,,,,,,27888134.793896,,,,,,,,,,,,,,,,,,,,,,,,,
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,11155253.917558402,,,,,,,,,,,27888134.793896,,,,,,,,,,,,,,,,,,,,,,,,,
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,11155253.917558402,,,,,,,,,,,27888134.793896,,,,,,,,,,,,,,,,,,,,,,,,,
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,11155253.917558402,,,,,,,,,,,27888134.793896,,,,,,,,,,,,,,,,,,,,,,,,,
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,11155253.917558402,,,,,,,,,,,27888134.793896,,,,,,,,,,,,,,,,,,,,,,,,,
Ramona Dairy,2451 Ramona Expressway,4300.0,650.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,22959878.125536002,,,,,,,,,,,57399695.31384,,,,,,,,,,,,,,,,,,,,,,,,,
Ramona Dairy #2,581 North Warren Road,2300.0,300.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,12059733.964928001,,,,,,,,,,,30149334.91232,,,,,,,,,,,,,,,,,,,,,,,,,
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,16698093.182208,,,,,,,,,,,41745232.95552,,,,,,,,,,,,,,,,,,,,,,,,,
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,16698093.182208,,,,,,,,,,,41745232.95552,,,,,,,,,,,,,,,,,,,,,,,,,
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,16698093.182208,,,,,,,,,,,41745232.95552,,,,,,,,,,,,,,,,,,,,,,,,,
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,16698093.182208,,,,,,,,,,,41745232.95552,,,,,,,,,,,,,,,,,,,,,,,,,
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,16698093.182208,,,,,,,,,,,41745232.95552,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5844332.6137728,,,,,,,,,,,14610831.534432,,,,,,,,,,,,,,,,,,,,,,,,,
SD Farms II-2,13159 Euclid Avenue,0.0,162.0,,89.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,751414.19319936,,,,,,,,,,,1878535.4829984,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Bros Dairy,18051 Gilman Springs Road,1067.0,180.0,,436.0,,669.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5784033.943948161,,,,,,,,,,,14460084.8598704,,,,,,,,,,,,,,,,,,,,,,,,,
Simoes Dairy - Riverside,8625 East Riverside Drive,220.0,78.0,,0.0,,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,1382231.04674944,,,,,,,,,,,3455577.6168736,,,,,,,,,,,,,,,,,,,,,,,,,
Souza Dairy,16221 Euclid Avenue,460.0,40.0,,70.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,2319179.6086399998,,,,,,,,,,,5797949.0216,,,,,,,,,,,,,,,,,,,,,,,,,
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5102195.1390080005,,,,,,,,,,,12755487.847520001,,,,,,,,,,,,,,,,,,,,,,,,,
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5102195.1390080005,,,,,,,,,,,12755487.847520001,,,,,,,,,,,,,,,,,,,,,,,,,
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,5102195.1390080005,,,,,,,,,,,12755487.847520001,,,,,,,,,,,,,,,,,,,,,,,,,
William Koot,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
William Koot,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
William Koot Dairy - Holland,32309 Holland Road,1200.0,150.0,,200.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,6261784.943328001,,,,,,,,,,,15654462.35832,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyr Dairy,7360 Pine Avenue,0.0,0.0,,0.0,,720.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,43542.0,9707.0,,16867.0,,13776.0,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R8_animals.csv,,,,,,,,,,,,,,,,,,246987989.96094272,,,,,,,,,,,617469974.9023567,,,,,,,,,,,,,,,,,,,,,,,,,
