region,template,year,county,filename
R5,innovative_ag,2023,tulare_west,2023AR_John Vander Poel Dairy (Pixley)_8001 Road 104_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_K & M Visser Dairy_9279 Avenue 96_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legacy Holsteins_13510 Road 72_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legacy Ranch 2 (Dairy)_8660 Avenue 96_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legacy Ranch Dairy #1_11941 Road 80_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legendairy Farms Dairy_14685 Road 96_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legendairy South_8360 Avenue 144_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Legendairy West_8509 Avenue 152_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Little Rock Dairy_13955 Road 80_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_M Bar 9_8083 Avenue 160_W Tulare.pdf
R5,provost_pritchard,2023,tulare_west,2023AR_MS Monteiro & Sons Dairy_3515 Avenue 228_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Machado Dairy_20180 Road 36_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Meadowlake Dairy_6802 Avenue 120_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Moonlight Dairy_5061 Avenue 280_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_North Moon Dairy_7325 Avenue 144_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_P & M Dairy_9535 Avenue 160_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Pacheco & Associates ll Dairy.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Pacific Sun Dairy_9086 Avenue 144_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Parreira Farms 2_11021 Avenue 120_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Richard Westra Dairy_4070 Avenue 256_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_South Creek Dairy_11450 Avenue 64_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Sun Valley Dairy_255 Road 128_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Sunset Dairy_29049 Road 68_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Teunissen Ranch #2_18943 Road 32 Road_W Tulare.pdf
R5,dellaville,2023,tulare_west,2023AR_Tiemersma Dairy_29981 Road 60_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Tony & Julie Jorge Dairy_4645 Avenue 120_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Tri-J Dairy_11951 Road 96_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Tripalm Dairy_2429 Idaho Avenue_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Tulare Joint Union High School Dairy_591 West Bardsley Ave_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_VP Farms Dairy_15503 Road 96_W Tulare.pdf
R5,livingston,2023,tulare_west,2023AR_Valov Brothers Farm LP_2865 West Prosperity Avenue_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Westwood Farms LLC (Dairy)_6194 Avenue 228_W Tulare.pdf
R5,innovative_ag,2023,tulare_west,2023AR_Williams Family Heifer Ranch_5339 Avenue 120_W Tulare.pdf
R7,generic_r7,2023,all_r7,-2023AR.pdf
R7,generic_r7,2023,all_r7,1.22.2024_Mesquite Cattle Feeders_LR.pdf
R7,generic_r7,2023,all_r7,2023 - Annual Report Hacinda Yard.pdf
R7,generic_r7,2023,all_r7,2023 - Annual Report.pdf
R7,generic_r7,2023,all_r7,2023 Annual Report Grizzle Feed Lot.pdf
R7,generic_r7,2023,all_r7,2023 Annual Report Schaffner Dairy.pdf
R7,generic_r7,2023,all_r7,2023 DC Annual Report.pdf
R7,generic_r7,2023,all_r7,2023 MY Annual Report.pdf
R7,generic_r7,2023,all_r7,2023 Reata Annual Report.pdf
R7,generic_r7,2023,all_r7,7A137777019-2023AR.pdf
R7,generic_r7,2023,all_r7,7A137777020-2023AR.pdf
R7,generic_r7,2023,all_r7,7A137777021-2023AR.pdf
R7,generic_r7,2023,all_r7,7A137777022-2023AR.pdf
R7,generic_r7,2023,all_r7,7A137777023-2023AR.pdf
R7,generic_r7,2023,all_r7,7A137777028-2023AR.pdf
R7,generic_r7,2023,all_r7,ANNUAL REPORT 2.14.24.pdf
R7,generic_r7,2023,all_r7,Brandt Company 2023 Annual Report.pdf
R7,generic_r7,2023,all_r7,"FW_ FEEDLOT PERMIT - 7A137777017, Ruegger & Rue....pdf"
R7,generic_r7,2023,all_r7,Foster Feed Yard - Foster Yard.pdf
R7,generic_r7,2023,all_r7,Foster Feed Yard - Keystone Yard.pdf
R7,generic_r7,2023,all_r7,OWB Ranches Annual Report 2023.pdf
R8,r8_csv,2023,all_r8,AR23_13567 Whispering_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_4H Calf Ranch_9200 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Boersma_4050 Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Bosch Dairy 2_9029 Shaeffer_20NOV2023.pdf
R8,r8_csv,2023,all_r8,AR23_Bosch Dairy_13567 Whispering Lakes_20NOV2023.pdf
R8,r8_csv,2023,all_r8,AR23_Boys Republic_1907 Boys Republic_16JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Brian and Sons_13575 Walker_18DEC2023.pdf
R8,r8_csv,2023,all_r8,AR23_Chino Valley 2_36580 Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Chino Valley 3_32920 Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Chino Valley Dairy 1_2733 Cottonwood_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_De Jong_31910 Coryoon_09JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Dick Van Dam_3180 Cottonwood_16JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_El Dorado 2_13566 S Bon View_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_El Dorado Dairy 1_7439 Chino_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_GH Dairy - Calf Ranch.pdf
R8,r8_csv,2023,all_r8,AR23_Gordon Dairy 3_14213 Bon View_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Gordon Dairy 4_14451 Bon View_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Gordon Dairy 5_14400 S Grove_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Gordon Dairy 9_13752 Bon View_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Green Acres El Dorado 1_7322 7439 Chino_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Green Acres Heifer Ranch_7520 Schaefer_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Haringa Farms Heifer Ranch_13450 Bon View_18JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Hettinga Dairy - San Jacinto_1861 N Warren_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Hettinga Ranch - Lake Mathews_15250 El Sobrante_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Hollandia Farms North_35600 Ramona _15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Jim Bootsma Jr_33100 Fernandez_16JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms 6_13567 S Whispering_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms 7_9029 Schaefer_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms Falloncrest_8300-8384 Pine_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_13331 Walker_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_13456 Walker_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_8185 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_8311 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_8381 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_8485 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Legend Dairy Farms_9155 Riverside_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Martin Bangma_8847 Schaefer_16JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Marvi Holsteins_18400 Main_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Marvo Holsteins 2_34860 Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_O and S Holdteins_1970 N Warren_05JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_OK Cattle - Eucalyptus_7278 1 2_Eucalyptus_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_OK Cattle - Schaefer_13824 Euclid_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_OK Cattle LLC_7330 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Ontario Ranch Holsteins 1_8535 Edison_17AN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Ontario Ranch Holsteins 2_14333 Walker_17AN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Oostdam Dairy_1710 N Warren_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Oostdam Heifer Ranch_1655 N Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_P and D Dairy 3_13905 Bon View_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Pastime Lakes Dairy_34240 Ramona_14JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Ramona 2_581 N Warren_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Ramona_2451 Ramona_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Riverbed_38980 Record_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_SD Farms II 2_13159 Euclid_17JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_Scott Bros Dairy_18051 Gilman Springs_16JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_TiVa_7587 Edison_15JAN2024.pdf
R8,r8_csv,2023,all_r8,AR23_William Koot_32309 Holland_15JAN2024.pdf
R2,generic_r2,2024,all_r2,Bivalve_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Blakes_Landing_Farms_2324_AR.pdf
R2,generic_r2,2024,all_r2,Correia_Heifer_Ranch_2324_AR.pdf
R2,generic_r2,2024,all_r2,Deniz_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Dolcini_Jersey_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Double_M_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Drakes_View_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Gerald_Spaletta_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Ielmorini_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,JJs_Family_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,JLT_Ranch_2324_AR.pdf
R2,generic_r2,2024,all_r2,Jim_Riebli_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Kehoe_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Lafranchi_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,McIssac_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Mertens_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Moreda_Valley_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Nosecchi_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,R&J_McClelland_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Robert_Giacomini_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Roy_King_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Silacci_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Silva_Family_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Sleepy_Hollow_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Spaletta_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Spaletta_Ranch_2324_AR.pdf
R2,generic_r2,2024,all_r2,Travis_Moreda_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Valley_View_Dairy_2324_AR.pdf
R2,generic_r2,2024,all_r2,Volpi_Dairy_2324_AR.pdf
R7,generic_r7,2024,all_r7,1.22.2025_MesquiteCattleFeeders_2024 Annual Report_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.23.2025_Cameiro Heifer Ranch_Jan2024-Dec2024 Annual Report_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.30.2025_Superior Cattle Feeders_Butterspur7A137777028_Annual Report_Jan2024-Dec2024_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.30.2025_Superior Cattle Feeders_Fairline7A137777019_Annual Report_Jan2024-Dec2024_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.30.2025_Superior Cattle Feeders_Hannon7A137777022_Annual Report_Jan2024-Dec2024_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.30.2025_Superior Cattle Feeders_Kershaw7A137777020_Annual Report_Jan2024-Dec.2024_jf.lr.pdf
R7,generic_r7,2024,all_r7,1.30.2025_Superior Cattle Feeders_MainYard7A137777021_Annual Report_Jan2024-Dec2024_jf.lr.pdf
R7,generic_r7,2024,all_r7,2.12.2025_BrandtCo_Cattle Feeding_2024 Annual Report_JFA.LR.pdf
R7,generic_r7,2024,all_r7,2.18.2025_ElToro_Land and Cattle_Heber Yard_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_ElToro_Land and Cattle_McCabe Yard_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_ElToro_Land and Cattle_Meloland Yard_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_Superior Cattle Feeders_ButterspurYard7A137777028_2024Report_Revised_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_Superior Cattle Feeders_FairlineYard7A137777019_2024Report_Revised_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_Superior Cattle Feeders_HannonYard7A137777022_2024Report_Revised_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_Superior Cattle Feeders_KershawYard7A137777020_2024Report_Revised_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_Superior Cattle Feeders_Main Yard7A137777021_2024Report_Revised_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.18.2025_UC Desert Research and Extension Center_WDR100048262_LR.JFA.pdf
R7,generic_r7,2024,all_r7,2.25.2025_OWB Ranches LLC_2024 Annual Report_JFA.pdf
R7,generic_r7,2024,all_r7,2.6.2025_Schaffner Dairy_2024 Annual Report.pdf
R7,generic_r7,2024,all_r7,2024 - Annual Report CHR.pdf
R7,generic_r7,2024,all_r7,2024 - Annual Report Hacienda.pdf
R7,generic_r7,2024,all_r7,2024 Annual Report CRWQCB.pdf
